term,tone
NASH,3.99
#Аркадия,3.99
маршировать,3.99
вау,3.98
всюду,3.97
ахахах,3.96
модест,3.95
тюлень,3.95
малахов,3.95
бугага,3.93
: —,3.93
ватан,3.93
бухгалтерия,3.93
сеня,3.93
родимый,3.93
фсеее,3.93
бургер,3.91
бабен,3.91
XOXO,3.91
забавный,3.9
открытка,3.89
даниил,3.89
)) :,3.87
лапунька,3.87
шир,3.87
негромко,3.87
теперьу,3.87
#ДэлишФолловит5Сосфэм,3.87
явнаа,3.87
ерөөсөөн,3.87
#Кремль,3.87
кустодиев,3.87
мммммм,3.87
"))))""""",3.87
сима,3.87
пай-девочка,3.87
#бдсм,3.87
#Порошенко,3.87
""""":)))))",3.87
ранна,3.87
навоз,3.87
фолл,3.87
индийский,3.87
""""" )))))))",3.87
깐,-0.59
маришкин,3.87
#ЛДНР))ахахаха))),3.87
этойтупойсвора,3.87
крейзи,3.87
аахах,3.87
маркес,3.87
террасе1906,3.87
изба,3.87
пощада,3.87
Besos,3.87
:):))):))))):))),3.87
советник,3.87
безо,3.87
₽₽,3.87
""""" :-) :-) :-)",3.87
интерпретация,3.87
косноязычие,3.87
интертрепация,3.87
??)),3.87
Julia,3.87
шампиньон,3.87
творчесво,3.87
()),3.87
radiosvoboda,3.87
идиит,3.87
;)) ;)) ;)),3.87
парис,3.87
боровой,3.87
аххаа,3.87
орохоор,3.87
окупант,3.87
явмаар,3.87
стиральный,3.87
глушь,3.87
20.000,3.87
роллер,3.87
:-)))))))))))),3.87
хорев,3.87
sranysovok,3.87
акбаров,3.87
транспозиция,3.87
габриэль,3.87
рукопашный,3.87
адекватность,3.87
RobertBik,3.87
...)))))))))))))),3.87
домик1920,3.87
черед,3.87
:):):)):))))),3.87
ххххуууууууйййййййййййй,3.87
никонов,3.87
#Песков,3.87
 ))))))))))),3.87
субстантивационный,3.87
полуебок,3.87
учун,3.87
покаяние,3.87
веснаааа,3.87
трям,3.87
#bdsm,3.87
7NwnfNVwo1,3.87
""""" ))))))))))",3.87
труселый,3.87
хутин,3.87
:):)))))),3.87
кокаинист,3.87
неистово,3.87
подзаборный,3.87
хейнс,3.87
наркополиция,3.87
велеть,3.87
Бу,3.87
обезжиренный,3.87
?!..............,3.87
🌷,3.87
олешек,3.87
чумарелло,3.87
русблок,3.87
:))))))))))))))))))))))))))))))),3.87
:*:*:*:*,3.87
Julia2305,3.87
")))))))""""""""",3.87
посрать,3.87
колчаковский,3.87
) ))))))),3.87
папик,3.87
усраинский,3.87
отож,3.87
!!! ))),3.87
)):))))))),3.87
генетический,3.87
всеех,3.87
Robert,3.87
ирландия,3.87
баллончик,3.87
тайный,3.85
орех,3.83
срывать,3.83
маринка,3.82
отвлекаться,3.82
подчиняться,3.82
ништо,3.82
тариф,3.82
трусел,3.8
макака,3.8
калашников,3.8
...!!,3.8
нехилый,3.8
разражаться,3.8
холоп,3.79
¯\_(,3.78
улыбнуть,3.78
признание,3.78
смешить,3.78
лицей,3.77
#BuyHomeOniTunes,3.76
ставрополь,3.76
💐,3.75
©,3.75
спойлер,3.73
#inkirov,3.73
")))))))""""",3.73
коверкать,3.73
Zhanna,3.73
кофбоя,3.73
лююю,3.73
гейроп,3.73
удел,3.73
сасать,3.73
"#ЕдаФолловитНочь

ПИЩА",3.73
бугагагага,3.73
пшикать,3.73
Ärzte,3.73
#rконкурс2,3.73
:):):)))):)):)::))::))))):)::))),3.73
бальзамин,3.73
повтор,3.73
намайданить,3.73
химерый,3.73
руина,3.73
:-))))))))))))))))))))))))))),3.73
кукаретик,3.73
хочуть,3.73
авианосец,3.73
достучаться,3.73
:-))))))))))))),3.73
:):):):)):)))))),3.73
""""":-) :-) :-) :-) :-)",3.73
!!!!)))))))),3.73
северноемедведково,3.73
....)))),3.73
#HappyBirthdayCodyChristian,3.73
теперича,3.73
гуглопереводчик,3.73
???)))),3.73
ахахахаа,3.73
хохлокиборг,3.73
замариновывать,3.73
йенок,3.73
Утряяя,3.73
чистаямосква,3.73
ждиии,3.73
имидж,3.73
плаксивый,3.73
потап,3.73
хэээй,3.73
мурмурумур,3.73
классссс,3.73
ниииховать,3.73
мясорубка,3.73
недокопченый,3.73
лилипутин,3.73
быстреееее,3.73
расклад,3.73
?:))),3.73
4gYgXEI0V3,3.73
еленочка,3.73
...),3.73
фсие,3.73
коментировать,3.73
уползать,3.73
ыгыгыгыгыг,3.73
"""""))))))))))))))))",3.73
"))))))""""",3.73
мелдронат,3.73
ЗдРааСтЯяя,3.73
каратель,3.73
уууууууууууууууууууууууууууууууууу,3.73
стопятьсот,3.73
"#народдАМбаса
Коммент",3.73
олигофрен,3.73
decoration,3.73
петрович,3.73
#Отрада,3.73
сакваралидзе,3.73
жираф,3.73
каккие,3.73
буфет,3.73
йне,3.73
What,3.73
крелядский,3.73
приласкать,3.73
лярд,3.73
)))))):):))))))))),3.73
":)))))"""" -",3.73
:)))))) :))) :))),3.73
#лаллиифраймз,3.73
егоооо,3.73
несуществующий,3.73
ееееееее,3.73
джамилев,3.73
! ))))),3.73
датый,3.73
растишка,3.73
удила,3.73
закругляться,3.73
занимательный,3.73
УТРЯЯЯЯ,3.73
луифолловитламборджини,3.73
)_/¯,3.73
любимааая,3.73
#Лузановка,3.73
зажигалочка,3.73
!) ;)))),3.73
символичный,3.73
шляпа,3.73
:)):)::))):))::),3.73
неполживый,3.73
дыныр,3.73
Бгггггггггггг,3.73
пэпс,3.73
суботник,3.73
Мммм,3.73
гомерический,3.73
KremlinResident,3.73
конев,3.73
#ФормулаУспеха,3.73
too,3.73
собачник,3.73
хейтит,3.73
? :,3.73
зэчка,3.73
хохлятка,3.73
маруся,3.73
мореееее,3.73
агагагага,3.73
апэшечка,3.73
#ОбделькаДаделька,3.73
..)))),3.73
))))))) *,3.73
... ))),3.73
()))),3.73
обамки,3.73
патриотовский,3.73
:)):)):)),3.73
:)))))))))))))))))))))))))))))))))))),3.73
квартирный,3.73
пендосовский,3.73
ооооооо,3.73
... )))))),3.73
#ФотоДня-,3.73
пиздюююк,3.73
злоязыкий,3.73
Бггггггг,3.73
впиваться,3.73
лотти,3.73
Хзаахх,3.73
блогер,3.73
рулиииииит,3.73
рингтон,3.73
uOz8hqOKRa,3.73
персидский,3.73
table,3.73
ссылать,3.73
!))))))))),3.73
!!?,3.73
обороноспособность,3.73
дааа,3.7
калькулятор,3.7
RIPHarrysHair,3.69
поляк,3.68
!!!!!!!!!!!!!!,3.68
обмолвиться,3.68
00,3.67
теща,3.67
сорвать,3.66
Secret,3.65
латвия,3.65
станица,3.65
заместитель,3.65
деликатес,3.65
голодуха,3.65
цру,3.65
задавливать,3.65
бгггг,3.65
онимэ,3.65
мило,3.65
фоллоу,3.64
соврать,3.63
Бгг,3.63
наташка,3.63
нтв,3.63
матушка,3.62
бревно,3.62
пропивать,3.62
ахуй,3.61
кен,3.6
дыня,3.6
юрий,3.59
выдыхать,3.59
праздничный,3.59
елена,3.58
занятный,3.58
подхватывать,3.58
:-) ))))))))))))))))))))),3.58
135,-1.18
)) -,3.58
ииии,3.58
?:)),3.58
распил,3.58
русскиемедведь,3.58
19К,3.58
:-) )))))))))))))))))))))))))))))))),3.58
#клеверкиров,3.58
сууууука,3.58
николаевка,3.58
плющить,3.58
тупизднять,3.58
#среда,3.58
#украина,3.58
негодуэ,3.58
утрец,3.58
uMARKSONgot7,3.58
снофффффффффф,3.58
ыкспирт,3.58
припрятывать,3.58
шубохранилище,3.58
:):)):))):))))),3.58
фетусный,3.58
диппер,3.58
#цветыкиров,3.58
#RT,3.58
шиза,3.58
. ))))))),3.58
сихну,3.58
доч,3.58
толкать,3.58
протягивать,3.58
идэвхтэй,3.58
ждемс,3.58
Vonne,3.58
!!!)))))))),3.58
сластена,3.58
:)))))))))))))))))))))))))))))))))))))))))))),3.58
Ya,3.58
дебивать,3.58
?!))),3.58
керак,3.58
найзуудаа,3.58
)(),3.58
ЯЯЯЯЯЯЯ,3.58
 )),3.58
подводный,3.58
уточкин,3.58
Have,3.58
вмс,3.58
ажилд,3.58
Гыгыгы,3.58
""""" :-)",3.58
)))☺️,3.58
навальнер,3.58
кубанаш,3.58
туслахаар,3.58
улыбчивый,3.58
хайж,3.58
#цветывкирове,3.58
антиреклама,3.58
:))))):))))))))):)))),3.58
…!,3.58
#цепочкафоллловеров,3.58
парубий,3.58
хохнуть,3.58
лайфхак,3.58
доебываться,3.58
уработаться,3.58
#путлер,3.58
как-никак,3.58
разрезать,3.58
:)))))))))))))))))))))))))))))))))))))))))),3.58
day,3.58
:):)::):):)::),3.58
!! ))),3.58
прекраааасно,3.58
крестовый,3.58
Stone,3.58
кадыров,3.58
горюшко,3.58
невзоров,3.58
")))))""""",3.58
хүрээ,3.58
аватарочка,3.58
хитрющий,3.58
цемки,3.58
🏊,3.58
АЕЕЕ,3.58
%)))),3.58
:):)):)))):))::):)::),3.58
миролюбивый,3.58
!!!!)))))),3.58
ссссссссссукаааааа,3.58
8й,3.58
))) -,3.58
ухаж,3.58
оподливиться,3.58
пойдеть,3.58
Tolg,3.58
":)))) """"",3.58
:)):)):)):)):)):)):)):)):)):)):)),3.58
0099,3.58
"#КиллджоиНачинаютБомбить
Ох",3.58
танька,3.58
 )))),3.58
бабеч,3.58
щастье,3.58
мокша,3.58
друзь,3.58
приятность,3.58
))))))(,3.58
пороховница,3.58
унизительный,3.58
:))))),3.58
мариииишка,3.58
:::):))::))):)))):))),3.58
хохложопый,3.58
ухх,3.58
ахпхахах,3.58
бойовыкив,3.58
::)):))),3.58
кока,3.58
мейбл,3.58
сепаратистенфюрер,3.58
горыныч,3.58
отпиливать,3.58
майн,3.58
спасибочки,3.58
котека,3.58
савченка,3.58
)))***,3.58
#Эрдоган,3.58
будьмо,3.58
шкой,3.58
Sharon,3.58
патриотичный,3.58
"#АпрельскийМегаНасос
рт",3.58
круть,3.58
))))*,3.58
взлет,3.58
уррррааааа,3.58
юморин,3.58
укропия,3.58
кря,3.58
)))(,3.58
авдийм,3.58
:-))))))))))))))))),3.58
яфсиооооооооо,3.58
IICF,3.58
#Арарат.,3.58
Гг,3.58
искандер,3.58
галочка,3.58
орленок,3.58
боржоми,3.58
улыбальничек,3.58
сашенька,3.58
заблудиться,3.58
вьюнов,3.58
")))""""",3.58
#sea,3.58
закуска,3.58
попаливаться,3.58
=)))))))))))))))) (,3.58
"#СуецыдФолловитВсех
РТ",3.58
порка,3.58
жопоболь,3.58
..!!..,3.58
:-------))))))),3.58
магический,3.58
потирать,3.58
YRFAsdtROQ,3.58
неподтвержденный,3.58
изюминка,3.58
чийчаан,3.58
: )))))),3.58
любвеобильный,3.58
стэн,3.58
ахахаах,3.58
Ееее,3.58
. :))))))),3.58
красться,3.58
линка,3.58
гагагага,3.58
рептилоид,3.58
:****,3.58
гриша,3.58
)))):-),3.58
аяиба,3.58
""""")))))))))))",3.58
ассссссссс,3.58
харошать,3.58
скопище,3.58
катеринка,3.58
!!!!))))),3.58
петя,3.55
💗,3.55
банкет,3.54
🎈,3.54
порывать,3.54
миньон,3.54
мандаринка,3.54
лавка,3.54
повышение,3.53
фейкин,3.52
загораживать,3.52
анечка,3.52
слегка,3.52
просиживать,3.51
тара,3.51
саакашвили,3.49
евровиденье2016,3.49
вт,3.49
америкосов,3.49
словечко,3.49
пво,3.49
юнмин,3.49
крымчанин,3.49
шумок,3.49
аааааааааааааааа,3.49
книжечка,3.49
дива,3.49
бибера,3.49
майкл,3.49
👍,3.48
проезд,3.48
вован,3.47
ааааааааааааааааааааааа,3.47
направо,3.47
дерби,3.47
шляться,3.45
зонтик,3.45
иса,3.45
исторический,3.45
пища,3.44
ручной,3.44
переписывать,3.43
киркоров,3.43
...........,3.42
прогулка,3.41
укросми,3.41
#ЯНГО700КЛюблю,3.41
обь,3.41
грэм,3.41
творец,3.41
напускать,3.41
ретвитенок,3.41
Dated,3.41
=))))))))))),3.41
выебон,3.41
твитторе,3.41
бхдаа,3.41
миртрудмай,3.41
💑,3.41
ирлээ,3.41
С̶т̶а̶л̶и̶н̶а̶,3.41
) )))))))))),3.41
шестерка,3.41
")))))) """"",3.41
манипуляция,3.41
барбара,3.41
#предательство,3.41
Мммммм,3.41
зочид,3.41
:):):):)):))))),3.41
мэри,3.41
измельчать,3.41
; )),3.41
бейбигет,3.41
криика,3.41
#Хабаровск,3.41
анхна,3.41
мазохист,3.41
#суд,3.41
?=)),3.41
сноффффф,3.41
порфириевич,3.41
задна,3.41
стенк,3.41
утраднявечер,3.41
ирочка,3.41
уморить,3.41
привлекаться,3.41
орууууууууу,3.41
волевой,3.41
сольж,3.41
хэлдэг,3.41
числиться,3.41
побаловать,3.41
зраднык,3.41
обозначать,3.41
художница,3.41
свалить,3.41
роднуля,3.41
♥)),3.41
графа,3.41
валер,3.41
ГГГГ,3.41
талантище,3.41
водолаз,3.41
NRK,3.41
якийся,3.41
усраинци,3.41
маленько,3.41
:---)))))),3.41
хоол,3.41
расовый,3.41
#скоты,3.41
выплюнуть,3.41
савик,3.41
)))))(,3.41
быдланский,3.41
хозяюшка,3.41
стукач,3.41
масленница,3.41
грунт,3.41
85,-1.29
присоедениться,3.41
нарисовплся,3.41
отчего,3.41
"#12парнейЗаКоторыхЯхочуЗамуж
я",3.41
цем,3.41
;))))☀️☀️☀️☀️,3.41
гражда,3.41
отгадывать,3.41
дилетант,3.41
xAGuB0O2yt,3.41
номерок,3.41
=) (,3.41
восторг,3.41
заманчивый,3.41
холиоод,3.41
алексеич,3.41
мудрено,3.41
вояка,3.41
прямаялиний,3.41
ера,3.41
призначають,3.41
минет,3.41
"#Putin
да",3.41
#Израиль,3.41
грантоед,3.41
самовывоз,3.41
юуын,3.41
""""":)))",3.41
мупер,3.41
лорик,3.41
:):):)):))):):),3.41
ресничка,3.41
любимыееее,3.41
урааааааа,3.41
попробывать,3.41
визуализация,3.41
днюшка,3.41
#Сикорский,3.41
#бандерштадт,3.41
эндрю,3.41
ващще,3.41
...!)),3.41
обальденно,3.41
убыточный,3.41
троекратный,3.41
незяя,3.41
"#БесстыжиеФолловятТви
рт",3.41
икота,3.41
укроебын,3.41
BlankSpace,3.41
предсказательницца,3.41
:)))))))))))))))))))))))))))))),3.41
муженек,3.41
"#Одесса
Дрова-жечь",3.41
ниилээд,3.41
обедать,3.41
154см,3.41
селекция,3.41
балакать,3.41
втюхаться,3.41
троцкий,3.41
калым,3.41
законченый,3.41
нэрээ,3.41
суперрррр,3.41
#цкг,3.41
ривер,3.41
:):):):)):):)):),3.41
Мүүний,3.41
600р,3.41
""""" )))",3.41
сушняк,3.41
душеннок,3.41
svetik220689,3.41
петро,3.41
укрлохов,3.41
моссовет,3.41
) )))))),3.41
. )),3.41
?:-),3.41
чижик,3.41
затмение,3.41
сфотай,3.41
лорисончик,3.41
:):))))):):):)):))))),3.41
мнеее,3.41
держ,3.41
докопать,3.41
фудзияма,3.41
сверхлюди,3.41
хДДД,3.41
""""" :)))",3.41
ретвитна,3.41
мидка,3.41
озабоченность,3.41
:** (,3.41
ракки,3.41
кўтарадиган,3.41
